year,country,FAO item,amount kg_pa
2013,France,2640,0.09
2013,France,2641,0.05
2013,France,2642,0
2013,France,2645,0.19
2013,France,2630,5.58
2013,France,2633,3.93
2013,France,2635,0.27
2013,France,2656,23.34
2013,France,2655,37.78
2013,France,2657,7.78
2013,France,2658,2.26
2013,Italy,2511,146.37
2013,Italy,2805,5.74
2013,Italy,2514,4.23
2013,Italy,2517,0
2013,Italy,2518,0
2013,Italy,2520,1.18
2013,Italy,2513,0.25
2013,Italy,2516,0.3
2013,Italy,2515,0.09
2013,Italy,2531,38.16
2013,Italy,2533,0.25
2013,Italy,2532,0
2013,Italy,2534,0.01
2013,Italy,2535,0.01
2013,Italy,2549,2.19
2013,Italy,2555,0.01
2013,Italy,2546,1.94
2013,Italy,2547,1.46
2013,Italy,2551,7.25
2013,Italy,2556,0.38
2013,Italy,2560,0.3
2013,Italy,2563,3.66
2013,Italy,2558,0
2013,Italy,2561,0
2013,Italy,2557,0
2013,Italy,2570,0
2013,Italy,2562,0
2013,Italy,2571,5.62
2013,Italy,2574,1.35
2013,Italy,2580,9.96
2013,Italy,2573,4.52
2013,Italy,2577,3.65
2013,Italy,2582,1.1
2013,Italy,2572,0.61
2013,Italy,2578,0.55
2013,Italy,2575,0
2013,Italy,2586,0.07
2013,Italy,2581,0
2013,Italy,2576,0.13
2013,Italy,2579,0.06
2013,Italy,2605,96.43
2013,Italy,2601,26.7
2013,Italy,2602,5.73
2013,Italy,2625,41.44
2013,Italy,2611,38.59
2013,Italy,2617,16.68
2013,Italy,2615,9.76
2013,Italy,2620,23.32
2013,Italy,2618,3.22
2013,Italy,2612,5.61
2013,Italy,2613,0.77
2013,Italy,2614,0.1
2013,Italy,2616,0.21
2013,Italy,2619,0.1
2013,Italy,2761,3.06
2013,Italy,2763,4.44
2013,Italy,2762,7.03
2013,Italy,2767,4.51
2013,Italy,2765,1.97
2013,Italy,2766,3.01
2013,Italy,2775,0
2013,Italy,2764,1.07
2013,Italy,2769,0.44
2013,Italy,2781,0
2013,Italy,2782,0.01
2013,Italy,2733,40.28
2013,Italy,2734,18.61
2013,Italy,2731,18.6
2013,Italy,2735,5.63
2013,Italy,2732,0.92
2013,Italy,2736,2.39
2013,Italy,2737,5.75
2013,Italy,2848,246.88
2013,Italy,2740,2.84
2013,Italy,2743,2.95
2013,Italy,2744,13.34
2013,Italy,2542,30.59
2013,Italy,2543,1.26
2013,Italy,2536,0
2013,Italy,2745,0.27
2013,Italy,2541,0
2013,Italy,2640,0.03
2013,Italy,2641,0.03
2013,Italy,2642,0
2013,Italy,2645,0.06
2013,Italy,2630,5.58
2013,Italy,2633,1.47
2013,Italy,2635,0.14
2013,Italy,2656,27.83
2013,Italy,2655,30.55
2013,Italy,2657,0.01
2013,Italy,2658,0.82
2013,United States of America,2511,80.43
2013,United States of America,2805,6.88
2013,United States of America,2514,12.24
2013,United States of America,2517,0
2013,United States of America,2518,0.74
2013,United States of America,2520,0.62
2013,United States of America,2513,0.5
2013,United States of America,2516,3.95
2013,United States of America,2515,0.27
2013,United States of America,2531,51.88
2013,United States of America,2533,2.79
2013,United States of America,2532,0.14
2013,United States of America,2534,1.24
2013,United States of America,2535,0.07
2013,United States of America,2549,0.19
2013,United States of America,2555,0.04
2013,United States of America,2546,2.84
2013,United States of America,2547,1.2
2013,United States of America,2551,4.79
2013,United States of America,2556,3.07
2013,United States of America,2560,0.69
2013,United States of America,2563,0.64
2013,United States of America,2558,0
2013,United States of America,2561,0.1
2013,United States of America,2557,0.67
2013,United States of America,2570,0.02
2013,United States of America,2562,0
2013,United States of America,2571,23.29
2013,United States of America,2574,1.93
2013,United States of America,2580,0.91
2013,United States of America,2573,0.28
2013,United States of America,2577,0
2013,United States of America,2582,2.18
2013,United States of America,2572,0.23
2013,United States of America,2578,0.3
2013,United States of America,2575,0.81
2013,United States of America,2586,0.14
2013,United States of America,2581,0
2013,United States of America,2576,0.08
2013,United States of America,2579,0
2013,United States of America,2605,66.66
2013,United States of America,2601,37.74
2013,United States of America,2602,9.56
2013,United States of America,2625,22.98
2013,United States of America,2611,23.93
2013,United States of America,2617,18.45
2013,United States of America,2615,11.73
2013,United States of America,2620,8.78
2013,United States of America,2618,6.35
2013,United States of America,2612,9.39
2013,United States of America,2613,1.71
2013,United States of America,2614,0.16
2013,United States of America,2616,0.91
2013,United States of America,2619,0.14
2013,United States of America,2761,5.23
2013,United States of America,2763,2.89
2013,United States of America,2762,4.22
2013,United States of America,2767,3.31
2013,United States of America,2765,5.51
2013,United States of America,2766,0.35
2013,United States of America,2775,0
2013,United States of America,2764,0.01
2013,United States of America,2769,0.04
2013,United States of America,2781,0
2013,United States of America,2782,0
2013,United States of America,2733,27.64
2013,United States of America,2734,50.01
2013,United States of America,2731,36.24
2013,United States of America,2735,0.81
2013,United States of America,2732,0.43
2013,United States of America,2736,0.44
2013,United States of America,2737,3.12
2013,United States of America,2848,254.69
2013,United States of America,2740,2.13
2013,United States of America,2743,0.06
2013,United States of America,2744,14.58
2013,United States of America,2542,31.71
2013,United States of America,2543,31.38
2013,United States of America,2536,0
2013,United States of America,2745,0.67
2013,United States of America,2541,0
2013,United States of America,2640,0.19
2013,United States of America,2641,0.34
2013,United States of America,2642,0.01
2013,United States of America,2645,0.41
2013,United States of America,2630,4.27
2013,United States of America,2633,2.64
2013,United States of America,2635,0.52
2013,United States of America,2656,78.93
2013,United States of America,2655,8.47
2013,United States of America,2657,0.07
2013,United States of America,2658,6.43
